monto,plazo_meses,sexo,educacion,edo_civil,edad,saldo,default
20000,54,hombre,primaria,divorciado,22,117041,0
20000,26,hombre,secundaria,divorciado,23,132802,0
50000,43,hombre,universitaria,casado,46,26273,1
290000,27,mujer,primaria,divorciado,24,388599,0
290000,59,mujer,secundaria,divorciado,54,6522,0
150000,52,mujer,primaria,divorciado,27,3660,0
190000,30,mujer,secundaria,divorciado,53,874557,0
80000,12,mujer,secundaria,divorciado,25,556370,1
250000,50,hombre,universitaria,casado,47,29176,0
20000,13,hombre,secundaria,casado,35,125024,1
180000,40,mujer,universitaria,casado,45,4752,0
80000,15,hombre,primaria,divorciado,25,13132,0
300000,21,hombre,primaria,divorciado,31,111060,0
50000,45,mujer,universitaria,casado,51,157768,0
70000,38,mujer,primaria,casado,40,217336,0
150000,52,mujer,primaria,divorciado,30,251086,1
320000,36,mujer,primaria,divorciado,29,609626,0
60000,18,mujer,primaria,divorciado,24,260423,0
20000,53,hombre,universitaria,divorciado,32,71779,1
230000,23,hombre,primaria,divorciado,35,747829,0
310000,48,mujer,secundaria,casado,29,553657,0
230000,28,mujer,primaria,divorciado,36,33876,0
200000,33,mujer,primaria,casado,40,117053,0
100000,30,mujer,primaria,divorciado,30,288061,1
310000,31,hombre,secundaria,casado,64,48220,0
180000,27,hombre,universitaria,casado,33,1029106,1
390000,33,mujer,primaria,casado,38,898700,0
20000,30,mujer,primaria,divorciado,26,5305,0
50000,28,mujer,secundaria,casado,26,197146,0
140000,46,hombre,primaria,divorciado,29,862931,0
170000,48,hombre,primaria,divorciado,37,39464,1
250000,31,mujer,secundaria,casado,45,186917,0
50000,47,mujer,universitaria,casado,40,163077,1
250000,33,mujer,primaria,divorciado,36,843165,0
90000,26,hombre,primaria,divorciado,27,398943,0
90000,13,hombre,secundaria,casado,44,430490,1
160000,54,mujer,primaria,divorciado,27,81262,0
360000,19,hombre,secundaria,divorciado,29,764258,0
330000,35,mujer,primaria,divorciado,26,253065,0
50000,50,mujer,universitaria,casado,54,343561,0
60000,52,mujer,secundaria,casado,42,228511,1
10000,33,mujer,universitaria,divorciado,42,14959,0
70000,21,hombre,secundaria,casado,41,225983,0
150000,17,mujer,primaria,casado,31,10193,1
250000,44,mujer,secundaria,divorciado,33,554723,1
130000,23,mujer,universitaria,casado,33,510835,0
130000,56,hombre,primaria,divorciado,27,229845,0
100000,17,mujer,secundaria,casado,36,15902,0
130000,12,hombre,secundaria,divorciado,37,239096,0
80000,22,mujer,secundaria,divorciado,29,442364,1
380000,34,hombre,primaria,divorciado,41,2154077,0
20000,37,mujer,secundaria,divorciado,23,100408,1
20000,47,hombre,secundaria,divorciado,25,144088,0
140000,47,hombre,primaria,casado,54,819230,1
180000,25,hombre,primaria,divorciado,33,29947,0
230000,46,mujer,primaria,divorciado,29,16659,0
90000,60,hombre,primaria,divorciado,32,67017,0
160000,16,hombre,secundaria,divorciado,29,84481,0
50000,53,mujer,primaria,divorciado,22,185498,0
140000,23,mujer,secundaria,divorciado,29,2835,0
250000,40,mujer,secundaria,casado,31,370125,0
120000,54,mujer,secundaria,divorciado,24,100330,0
120000,59,mujer,primaria,divorciado,27,518835,0
260000,24,mujer,secundaria,casado,40,959410,0
10000,36,hombre,secundaria,divorciado,38,6300,1
60000,27,mujer,secundaria,casado,38,276631,0
60000,46,mujer,secundaria,casado,29,279348,0
50000,48,hombre,secundaria,divorciado,27,120575,0
130000,14,hombre,universitaria,casado,34,48214,0
130000,32,hombre,primaria,divorciado,34,138213,0
360000,31,mujer,primaria,divorciado,32,0,0
80000,58,mujer,secundaria,casado,36,144999,0
50000,28,hombre,secundaria,divorciado,26,0,0
290000,18,mujer,primaria,casado,33,113743,0
200000,25,hombre,primaria,casado,53,197050,0
20000,46,hombre,secundaria,divorciado,27,81876,0
500000,30,hombre,primaria,divorciado,33,61909,0
130000,41,mujer,primaria,divorciado,26,145162,0
30000,46,mujer,primaria,divorciado,27,164707,1
20000,50,mujer,primaria,divorciado,24,63224,1
70000,23,mujer,secundaria,divorciado,26,88145,0
200000,41,hombre,primaria,divorciado,27,71868,0
50000,58,mujer,secundaria,casado,46,35683,1
360000,52,hombre,secundaria,casado,56,18610,0
50000,54,mujer,universitaria,casado,56,194704,0
180000,37,mujer,universitaria,casado,26,62256,0
50000,58,hombre,secundaria,divorciado,25,50946,1
120000,15,mujer,primaria,divorciado,28,10312,0
80000,54,mujer,secundaria,casado,37,110504,1
330000,22,mujer,primaria,casado,47,87820,0
40000,25,hombre,universitaria,casado,43,242001,1
50000,23,hombre,secundaria,divorciado,26,114621,0
80000,17,hombre,universitaria,casado,48,292117,0
450000,16,hombre,primaria,casado,41,2624,0
30000,58,mujer,universitaria,casado,48,170675,0
160000,33,hombre,secundaria,casado,28,413092,0
80000,37,mujer,primaria,divorciado,22,52353,0
400000,21,hombre,secundaria,casado,34,363997,0
220000,46,hombre,secundaria,casado,60,59587,1
40000,56,mujer,secundaria,casado,25,156283,1
280000,58,mujer,secundaria,divorciado,27,745319,0
50000,57,mujer,primaria,divorciado,25,93092,0
110000,30,hombre,secundaria,divorciado,26,432307,0
180000,33,mujer,primaria,casado,44,162213,0
200000,47,mujer,primaria,divorciado,26,124257,0
390000,39,mujer,primaria,divorciado,33,433168,0
400000,52,mujer,primaria,divorciado,29,62898,0
120000,29,mujer,universitaria,divorciado,37,10992,1
200000,60,hombre,primaria,divorciado,34,-38807,0
280000,43,hombre,secundaria,casado,33,1197614,0
230000,47,mujer,primaria,divorciado,27,529823,0
280000,12,mujer,primaria,casado,36,242473,0
130000,22,hombre,universitaria,divorciado,28,835431,0
160000,43,mujer,secundaria,casado,35,9312,1
120000,30,hombre,universitaria,casado,47,8052,0
300000,39,mujer,universitaria,casado,31,2718,0
20000,24,mujer,primaria,divorciado,31,21031,0
450000,29,hombre,primaria,divorciado,31,50931,1
250000,36,hombre,secundaria,casado,30,466958,0
100000,32,mujer,secundaria,casado,58,630276,0
150000,42,mujer,secundaria,divorciado,27,161198,0
140000,54,hombre,secundaria,divorciado,35,443208,0
500000,29,mujer,primaria,divorciado,46,865428,0
20000,56,hombre,secundaria,divorciado,36,42744,0
50000,39,hombre,secundaria,divorciado,53,124151,0
100000,49,hombre,secundaria,divorciado,39,586379,1
200000,56,mujer,secundaria,divorciado,27,979211,0
150000,30,mujer,secundaria,divorciado,37,507475,0
80000,24,hombre,primaria,divorciado,23,297800,0
160000,57,hombre,primaria,casado,40,32629,0
180000,25,mujer,secundaria,casado,44,17415,0
270000,33,mujer,primaria,casado,32,699289,0
180000,19,mujer,primaria,divorciado,41,122538,0
120000,37,hombre,primaria,casado,54,7956,1
110000,39,mujer,primaria,divorciado,29,231373,0
50000,47,mujer,universitaria,casado,61,92375,0
200000,18,mujer,universitaria,divorciado,30,1011352,0
70000,53,mujer,universitaria,casado,23,81484,0
360000,16,mujer,secundaria,divorciado,30,434350,0
260000,37,mujer,secundaria,casado,35,2295413,1
50000,35,hombre,universitaria,casado,32,170930,0
380000,36,mujer,secundaria,casado,39,332954,0
50000,60,hombre,secundaria,divorciado,24,-16958,0
20000,27,hombre,universitaria,casado,38,43825,1
270000,19,hombre,doctorado,divorciado,32,558757,0
460000,23,hombre,primaria,divorciado,32,2376159,0
60000,37,hombre,universitaria,divorciado,24,277095,0
200000,36,mujer,primaria,casado,35,105133,0
50000,27,mujer,secundaria,divorciado,37,105642,1
20000,15,mujer,primaria,divorciado,22,92137,0
290000,45,mujer,secundaria,casado,40,1044335,1
110000,12,mujer,secundaria,divorciado,36,556421,0
160000,12,mujer,universitaria,casado,51,911392,1
70000,49,mujer,secundaria,casado,31,271580,0
200000,31,mujer,primaria,divorciado,39,4660,1
80000,26,mujer,secundaria,divorciado,40,402491,0
20000,12,hombre,primaria,divorciado,41,154965,1
210000,59,hombre,primaria,divorciado,48,1140,0
180000,12,mujer,universitaria,casado,39,247988,1
50000,49,hombre,secundaria,viudo,53,134169,0
30000,25,hombre,secundaria,divorciado,26,186728,1
150000,44,hombre,primaria,divorciado,30,20397,0
150000,45,hombre,primaria,divorciado,28,-1059,1
260000,25,hombre,primaria,casado,43,23330,0
310000,52,mujer,primaria,divorciado,30,1715366,0
150000,51,mujer,primaria,divorciado,33,446684,0
200000,57,mujer,primaria,divorciado,27,130181,0
150000,59,hombre,universitaria,divorciado,45,516186,0
220000,55,mujer,secundaria,casado,54,14585,0
540000,19,mujer,primaria,divorciado,34,12136,0
280000,36,hombre,secundaria,divorciado,30,1148050,0
230000,27,hombre,secundaria,divorciado,32,244119,0
50000,35,hombre,primaria,casado,39,235201,0
20000,54,mujer,secundaria,divorciado,24,15134,0
10000,44,hombre,secundaria,divorciado,35,46070,1
500000,55,hombre,primaria,casado,46,2456263,0
50000,35,mujer,secundaria,divorciado,24,194101,0
420000,13,mujer,secundaria,divorciado,35,137530,0
50000,56,mujer,secundaria,divorciado,23,190787,0
280000,37,mujer,primaria,divorciado,29,4918,0
50000,23,hombre,secundaria,casado,46,19734,0
160000,57,mujer,universitaria,casado,41,297599,1
40000,33,mujer,secundaria,casado,23,222024,1
100000,14,mujer,secundaria,casado,31,203309,0
50000,40,mujer,primaria,divorciado,26,270784,0
130000,49,mujer,universitaria,divorciado,32,695773,0
30000,55,mujer,secundaria,divorciado,22,131236,0
140000,35,hombre,secundaria,casado,34,6134,1
210000,58,mujer,secundaria,casado,32,1011923,0
50000,22,hombre,secundaria,casado,38,196255,0
310000,26,hombre,secundaria,casado,29,402983,0
300000,48,mujer,primaria,casado,31,44974,0
30000,22,mujer,secundaria,divorciado,47,108887,1
90000,37,mujer,universitaria,casado,40,407759,0
150000,27,mujer,secundaria,casado,34,268092,1
90000,49,hombre,primaria,divorciado,25,199551,0
80000,54,mujer,universitaria,divorciado,65,319063,0
100000,26,mujer,primaria,divorciado,28,9815,1
10000,59,hombre,secundaria,divorciado,33,0,0
210000,37,hombre,primaria,divorciado,31,1080035,0
170000,47,mujer,secundaria,casado,41,106228,0
90000,14,mujer,secundaria,casado,32,541894,0
210000,60,mujer,universitaria,divorciado,36,21564,1
50000,13,mujer,primaria,divorciado,26,242577,0
150000,55,hombre,primaria,casado,30,157830,0
80000,47,mujer,primaria,divorciado,30,4389,0
130000,59,mujer,primaria,casado,38,135717,1
100000,21,hombre,secundaria,divorciado,30,597322,1
160000,51,hombre,primaria,casado,41,127311,0
250000,55,hombre,secundaria,divorciado,31,103794,0
500000,32,mujer,secundaria,casado,42,690461,0
260000,21,hombre,secundaria,divorciado,32,581236,0
50000,52,mujer,secundaria,casado,44,5373,0
30000,16,mujer,secundaria,divorciado,22,121322,0
110000,49,mujer,secundaria,divorciado,42,311313,0
500000,39,hombre,primaria,casado,39,94851,0
310000,60,mujer,primaria,divorciado,32,261384,0
580000,19,hombre,secundaria,casado,37,950977,0
340000,21,mujer,primaria,casado,36,1617493,0
360000,41,mujer,secundaria,casado,42,108555,0
290000,56,mujer,primaria,divorciado,29,46673,0
30000,36,hombre,secundaria,divorciado,36,143020,0
80000,43,mujer,primaria,divorciado,29,144668,0
360000,24,hombre,primaria,casado,38,4290,1
170000,35,mujer,primaria,divorciado,31,65872,0
100000,55,hombre,secundaria,casado,42,368299,0
450000,26,hombre,secundaria,divorciado,37,555196,0
260000,48,mujer,primaria,divorciado,33,5598,0
240000,27,mujer,primaria,divorciado,29,97126,0
110000,21,mujer,secundaria,divorciado,28,8810,0
240000,12,mujer,secundaria,divorciado,26,1061986,0
220000,17,mujer,secundaria,divorciado,35,172089,0
20000,16,hombre,secundaria,casado,33,9856,0
100000,27,mujer,primaria,casado,51,2160,1
300000,32,hombre,primaria,divorciado,32,3468,0
20000,34,hombre,secundaria,divorciado,33,75913,1
360000,19,mujer,primaria,divorciado,30,901278,0
220000,13,hombre,primaria,divorciado,28,1245560,1
470000,54,mujer,secundaria,divorciado,26,1067618,0
70000,15,mujer,secundaria,divorciado,22,169575,0
120000,29,mujer,primaria,divorciado,26,116752,0
50000,50,hombre,secundaria,divorciado,35,133969,0
470000,13,hombre,secundaria,casado,49,928213,0
130000,57,hombre,secundaria,casado,49,90681,0
20000,52,mujer,primaria,divorciado,24,7487,1
260000,44,mujer,primaria,divorciado,36,22937,0
20000,60,hombre,primaria,casado,39,8478,0
300000,59,mujer,primaria,divorciado,28,7392,1
460000,26,mujer,secundaria,divorciado,35,2634104,0
20000,31,mujer,primaria,divorciado,24,46684,1
360000,17,mujer,secundaria,divorciado,27,1568026,1
290000,59,hombre,primaria,casado,40,563174,0
90000,14,hombre,primaria,casado,30,252608,0
180000,54,mujer,primaria,divorciado,26,31986,0
360000,32,hombre,universitaria,casado,53,0,0
120000,13,hombre,primaria,casado,45,143514,0
220000,38,hombre,secundaria,divorciado,30,902858,0
220000,58,hombre,primaria,divorciado,34,950509,1
10000,54,mujer,primaria,divorciado,27,499,1
320000,57,mujer,secundaria,divorciado,31,633661,0
320000,35,hombre,primaria,casado,33,1114265,0
90000,49,hombre,secundaria,divorciado,39,122333,0
180000,36,hombre,primaria,casado,50,459560,0
90000,25,mujer,primaria,divorciado,28,484315,0
100000,15,hombre,primaria,casado,36,120074,0
340000,59,hombre,secundaria,casado,41,1827956,0
50000,55,hombre,primaria,divorciado,22,312303,1
240000,17,mujer,secundaria,casado,41,107145,0
10000,47,hombre,secundaria,divorciado,41,61211,0
220000,39,mujer,primaria,casado,42,15000,1
100000,57,mujer,secundaria,divorciado,37,448925,0
220000,33,mujer,primaria,casado,31,28366,0
70000,41,mujer,universitaria,casado,57,353761,0
30000,32,mujer,secundaria,divorciado,37,185959,1
130000,19,mujer,universitaria,divorciado,53,254219,0
140000,59,mujer,secundaria,casado,25,505641,0
20000,60,hombre,secundaria,divorciado,32,82151,0
150000,13,mujer,primaria,casado,38,0,1
50000,43,mujer,secundaria,divorciado,26,4136,0
90000,55,hombre,secundaria,casado,29,313736,0
170000,29,mujer,universitaria,casado,37,744175,0
70000,45,hombre,primaria,divorciado,30,222810,1
200000,44,mujer,primaria,divorciado,43,7208,0
200000,21,hombre,primaria,casado,42,82266,0
20000,53,hombre,secundaria,casado,40,121076,1
200000,20,hombre,secundaria,casado,41,642217,0
170000,41,hombre,secundaria,divorciado,26,0,0
130000,24,hombre,primaria,divorciado,25,-12000,1
100000,21,mujer,primaria,divorciado,27,571491,0
180000,17,hombre,secundaria,divorciado,31,255533,0
230000,56,mujer,universitaria,divorciado,26,59706,0
20000,36,hombre,universitaria,divorciado,50,58282,0
500000,50,mujer,primaria,casado,35,221063,1
150000,42,mujer,primaria,casado,38,0,1
80000,22,mujer,universitaria,divorciado,40,259938,1
230000,26,hombre,secundaria,casado,29,438437,0
80000,27,hombre,primaria,divorciado,37,0,1
230000,32,mujer,secundaria,divorciado,24,183806,0
50000,45,mujer,secundaria,divorciado,49,158852,1
50000,57,hombre,secundaria,divorciado,35,240934,0
10000,37,mujer,primaria,divorciado,25,47882,0
140000,27,hombre,secundaria,divorciado,34,725017,0
50000,12,hombre,secundaria,divorciado,42,230535,1
180000,23,hombre,universitaria,divorciado,28,609724,0
360000,24,hombre,primaria,divorciado,65,0,1
580000,16,hombre,universitaria,casado,67,3033627,0
310000,39,mujer,primaria,casado,43,135055,0
20000,50,hombre,universitaria,divorciado,52,97753,0
180000,22,mujer,primaria,divorciado,43,136805,0
60000,12,mujer,primaria,divorciado,24,103884,0
40000,33,mujer,universitaria,casado,59,98881,0
140000,35,mujer,secundaria,casado,34,688875,0
220000,43,hombre,secundaria,casado,32,56576,0
10000,16,hombre,secundaria,divorciado,22,59546,1
20000,40,hombre,primaria,casado,52,44665,0
50000,53,mujer,primaria,divorciado,23,111989,0
50000,56,mujer,secundaria,divorciado,33,188472,1
320000,29,mujer,secundaria,divorciado,35,633039,0
20000,29,hombre,secundaria,divorciado,34,16239,0
50000,46,hombre,secundaria,casado,40,212927,0
340000,42,hombre,primaria,casado,49,41611,0
360000,38,mujer,secundaria,casado,32,-1806,1
300000,53,mujer,secundaria,casado,33,0,0
40000,14,mujer,secundaria,divorciado,26,214865,0
150000,20,hombre,primaria,casado,51,708613,0
20000,32,mujer,secundaria,divorciado,40,122571,1
30000,37,mujer,universitaria,casado,35,11675,0
80000,60,mujer,secundaria,casado,27,2340,0
390000,59,mujer,universitaria,casado,38,1719,1
20000,22,mujer,secundaria,divorciado,22,41203,1
200000,25,hombre,secundaria,casado,42,451374,1
80000,37,mujer,universitaria,casado,35,216754,0
50000,16,mujer,secundaria,casado,36,284540,1
230000,53,mujer,secundaria,casado,38,65011,0
190000,38,mujer,secundaria,divorciado,31,1002431,0
260000,16,hombre,universitaria,casado,36,620794,0
100000,48,mujer,primaria,casado,39,477894,0
140000,24,hombre,secundaria,divorciado,41,567554,0
20000,18,mujer,secundaria,casado,42,89200,1
80000,32,hombre,secundaria,divorciado,30,264066,0
360000,16,hombre,primaria,divorciado,32,1080369,0
70000,46,hombre,secundaria,divorciado,31,304105,1
30000,24,mujer,secundaria,casado,24,153248,1
500000,59,mujer,primaria,casado,39,1965591,0
320000,47,mujer,secundaria,divorciado,30,12384,0
500000,58,mujer,primaria,casado,34,642543,0
240000,15,mujer,primaria,casado,27,56410,0
50000,36,mujer,primaria,divorciado,25,14126,0
120000,19,mujer,secundaria,casado,39,189937,0
250000,15,mujer,primaria,divorciado,32,200152,0
180000,27,mujer,secundaria,casado,39,387508,0
10000,24,mujer,secundaria,divorciado,22,54181,0
200000,43,mujer,universitaria,casado,53,295793,0
120000,48,mujer,primaria,divorciado,29,7060,0
230000,29,hombre,secundaria,casado,38,3912,0
330000,24,mujer,primaria,casado,36,54354,0
50000,29,mujer,secundaria,divorciado,28,193386,1
130000,38,hombre,secundaria,divorciado,32,27495,0
110000,50,hombre,secundaria,divorciado,26,380691,1
30000,58,mujer,universitaria,divorciado,40,28106,0
120000,37,mujer,primaria,divorciado,25,60783,0
120000,39,mujer,primaria,divorciado,28,2820,0
210000,37,mujer,secundaria,casado,40,287153,0
30000,25,hombre,secundaria,casado,47,99070,0
50000,14,hombre,universitaria,divorciado,27,326638,0
140000,60,mujer,secundaria,divorciado,42,7474,0
